viirs_id,latitude,longitude,brightness,resolution_along_scan,resolution_along_track,detection_confidence,fire_power,persistent_anomaly,date
1,19.37534523,95.02690887,333.749939,0.375,0.375,8,3.08071423,0,2023-01-31
1,19.59869766,96.36306,330.9497681,0.375,0.375,7,2.42778349,0,2023-01-31
1,19.45400047,95.44037628,330.1271973,0.375,0.375,8,1.52013266,0,2023-01-31
1,19.45741081,95.43976593,340.3742371,0.375,0.375,8,4.24082899,0,2023-01-31
1,20.57981682,103.2990952,340.5392151,0.375,0.375,8,12.01864243,0,2023-01-31
1,19.56497574,96.04234314,336.6714172,0.375,0.375,8,3.4308238,0,2023-01-31
1,20.12606812,99.77674866,355.702301,0.375,0.375,8,11.90991592,0,2023-01-31
1,20.44065094,102.013031,333.4126587,0.375,0.375,8,6.44490957,0,2023-01-31
1,20.4400177,102.0080795,334.8467102,0.375,0.375,8,6.44490957,0,2023-01-31
1,20.0482254,99.05450439,330.4135132,0.375,0.375,8,3.65992141,0,2023-01-31
1,20.0487709,99.05454254,332.0805054,0.375,0.375,8,3.36053753,0,2023-01-31
1,20.44049835,102.0157547,341.4151917,0.375,0.375,8,11.14677906,0,2023-01-31
1,20.43929291,102.0058975,333.3131714,0.375,0.375,8,3.36993432,0,2023-01-31
1,20.18785477,100.0146332,343.9144592,0.375,0.375,8,10.35034275,0,2023-01-31
1,19.64986038,96.34609222,347.3770447,0.375,0.375,8,4.70716095,0,2023-01-31
1,20.19138336,100.0140915,340.4009094,0.375,0.375,8,10.35034275,0,2023-01-31
1,19.65319061,96.34551239,337.9962769,0.375,0.375,8,4.70716095,0,2023-01-31
1,19.85595703,97.63540649,340.9735718,0.375,0.375,8,4.48312712,0,2023-01-31
1,19.41664696,94.75169373,335.75177,0.375,0.375,8,2.60677576,0,2023-01-31
1,20.73790359,104.2035904,347.2775574,0.375,0.375,8,7.2064724,0,2023-01-31
1,20.47589302,101.9787979,328.15448,0.375,0.375,8,3.09813523,0,2023-01-31
1,20.22932053,100.0813599,330.1004944,0.375,0.375,8,1.7830013,0,2023-01-31
1,19.99758911,98.43230438,329.9039612,0.375,0.375,8,1.38810694,0,2023-01-31
1,19.9885788,98.32373047,330.2970581,0.375,0.375,8,2.93790984,0,2023-01-31
1,21.02805138,106.851387,325.54599,0.375,0.375,8,3.49051094,0,2023-01-31
1,20.67913818,103.5288544,325.2693787,0.375,0.375,8,5.51035738,0,2023-01-31
1,20.67856407,103.5239105,338.7023926,0.375,0.375,8,4.37321806,0,2023-01-31
1,20.00561905,98.39355469,330.5858154,0.375,0.375,7,4.14327097,0,2023-01-31
1,20.88285828,105.2706146,336.938324,0.375,0.375,8,6.6875124,0,2023-01-31
1,20.19557762,99.67890167,340.599884,0.375,0.375,8,4.31993628,0,2023-01-31
1,19.54772949,95.39150238,332.1896973,0.375,0.375,7,1.6845367,0,2023-01-31
1,20.0129776,98.37366486,329.9476318,0.375,0.375,7,2.62454176,0,2023-01-31
1,19.99017525,98.12584686,336.0526733,0.375,0.375,8,6.02019072,0,2023-01-31
1,19.99732208,98.15115356,330.5639648,0.375,0.375,7,3.7539618,0,2023-01-31
1,20.81824493,104.3822403,349.3789063,0.375,0.375,8,9.50993919,0,2023-01-31
1,20.91236496,105.1789627,327.3658752,0.375,0.375,8,3.12268758,0,2023-01-31
1,19.57118225,95.36305237,340.5683289,0.375,0.375,8,2.34787321,0,2023-01-31
1,21.0717659,106.5807114,330.7872009,0.375,0.375,8,1.28260469,0,2023-01-31
1,20.32275581,100.3407974,341.786438,0.375,0.375,8,25.61115074,0,2023-01-31
1,20.75044632,103.64608,326.5141602,0.375,0.375,8,3.27728677,0,2023-01-31
1,20.75045586,103.6466522,328.7052918,0.375,0.375,8,2.42312121,0,2023-01-31
1,20.75493622,103.6076126,340.8449707,0.375,0.375,8,11.57906055,0,2023-01-31
1,20.75440979,103.6029282,326.8684387,0.375,0.375,8,4.02870274,0,2023-01-31
1,20.7474308,103.5412674,334.4560242,0.375,0.375,8,5.70102549,0,2023-01-31
1,20.63160515,102.5460281,327.2833557,0.375,0.375,8,1.08247125,0,2023-01-31
1,20.59961891,102.279808,333.8033142,0.375,0.375,8,3.0439589,0,2023-01-31
1,19.92695618,97.34545898,342.451294,0.375,0.375,8,3.46789837,0,2023-01-31
1,19.88848305,97.09359741,337.4503174,0.375,0.375,7,2.60242558,0,2023-01-31
1,19.88791847,97.08992767,338.9377441,0.375,0.375,8,2.60242558,0,2023-01-31
1,20.75278664,103.5496063,335.1766968,0.375,0.375,8,8.8047905,0,2023-01-31
1,20.75172234,103.5402222,342.4804077,0.375,0.375,8,5.70102549,0,2023-01-31
1,19.89178467,97.09303284,336.4651794,0.375,0.375,8,2.60242558,0,2023-01-31
1,21.07454109,106.5784607,331.6558838,0.375,0.375,8,1.35466373,0,2023-01-31
1,19.98820496,97.70665741,336.2152405,0.375,0.375,8,2.41336513,0,2023-01-31
1,20.93771362,105.0671234,327.7346802,0.375,0.375,8,4.0465436,0,2023-01-31
1,20.7569828,103.4327164,331.5030212,0.375,0.375,8,5.5869503,0,2023-01-31
1,20.75647736,103.4283524,333.0001526,0.375,0.375,8,3.82905412,0,2023-01-31
1,21.11991882,106.8256149,344.0236511,0.375,0.375,8,4.42026091,0,2023-01-31
1,20.40812492,100.5864487,334.8345642,0.375,0.375,8,5.33808517,0,2023-01-31
1,19.91606903,97.11882019,337.6832581,0.375,0.375,7,4.75654316,0,2023-01-31
1,19.46410561,94.2846756,339.4424439,0.375,0.375,8,5.00211954,0,2023-01-31
1,20.96580505,105.0559006,342.0145264,0.375,0.375,8,29.24083519,0,2023-01-31
1,20.08959007,98.18376923,333.7256775,0.375,0.375,8,4.74668932,0,2023-01-31
1,20.08904076,98.18003845,334.4196472,0.375,0.375,8,4.2368784,0,2023-01-31
1,20.10887337,98.29178619,329.469635,0.375,0.375,8,3.1048913,0,2023-01-31
1,20.10832024,98.2880249,339.7045288,0.375,0.375,8,3.1048913,0,2023-01-31
1,19.6948204,95.60817719,337.2003784,0.375,0.375,8,3.68161535,0,2023-01-31
1,20.096241,98.18265533,341.1239929,0.375,0.375,8,4.46859026,0,2023-01-31
1,20.03345108,97.71416473,335.0141296,0.375,0.375,7,4.03773689,0,2023-01-31
1,19.82189751,96.33849335,330.5591126,0.375,0.375,8,3.52433062,0,2023-01-31
1,19.81953812,96.3235321,337.8312683,0.375,0.375,8,5.37927198,0,2023-01-31
1,19.81893921,96.31970978,346.7558594,0.375,0.375,8,31.31004143,0,2023-01-31
1,19.81834793,96.31596375,336.4408875,0.375,0.375,8,31.31004143,0,2023-01-31
1,21.2375145,107.4713287,353.0137634,0.375,0.375,8,4.12444544,0,2023-01-31
1,20.76463318,103.0933075,343.0312195,0.375,0.375,8,4.98253441,0,2023-01-31
1,19.82346344,96.32673645,335.717804,0.375,0.375,8,3.89664221,0,2023-01-31
1,21.24317551,107.4707871,326.9606323,0.375,0.375,8,4.12444544,0,2023-01-31
1,20.76878929,103.0922318,332.7672119,0.375,0.375,8,4.98253441,0,2023-01-31
1,19.54803658,94.5875473,331.1560364,0.375,0.375,8,3.26412129,0,2023-01-31
1,19.91856766,96.87094879,337.0014038,0.375,0.375,8,2.36476016,0,2023-01-31
1,20.28355217,99.31208801,337.5133972,0.375,0.375,8,6.92018557,0,2023-01-31
1,20.46437836,100.591713,350.024353,0.375,0.375,8,15.67512798,0,2023-01-31
1,20.86219215,103.6893311,348.1171265,0.375,0.375,8,9.01880932,0,2023-01-31
1,20.46800232,100.5911026,332.0805054,0.375,0.375,8,3.35040712,0,2023-01-31
1,20.23843002,98.94722748,331.6704407,0.375,0.375,7,4.14797878,0,2023-01-31
1,20.06103134,97.73963165,339.8476868,0.375,0.375,8,4.48253632,0,2023-01-31
1,20.06047821,97.73594666,332.9273682,0.375,0.375,7,4.48253632,0,2023-01-31
1,19.81102943,96.11781311,333.1311951,0.375,0.375,8,3.0024395,0,2023-01-31
1,20.24629211,98.95367432,331.0201416,0.375,0.375,8,1.97389007,0,2023-01-31
1,20.06318474,97.70892334,334.9486084,0.375,0.375,8,2.2908392,0,2023-01-31
1,20.06261826,97.70520782,332.9152222,0.375,0.375,8,2.2908392,0,2023-01-31
1,19.99002647,97.20357513,350.0752869,0.375,0.375,8,7.73558426,0,2023-01-31
1,19.99389458,97.20635986,340.7648926,0.375,0.375,8,11.13980865,0,2023-01-31
1,19.99333572,97.20271301,345.7319031,0.375,0.375,8,16.73218727,0,2023-01-31
1,19.99277878,97.1990509,339.0542297,0.375,0.375,8,16.73218727,0,2023-01-31
1,21.2405262,107.4752426,333.0292664,0.375,0.375,8,7.82888412,0,2023-01-31
1,21.24017906,107.4713211,349.9248657,0.375,0.375,8,6.95260859,0,2023-01-31
1,20.86218452,103.6906815,340.3450928,0.375,0.375,8,6.50473118,0,2023-01-31
1,20.81582069,103.2039871,325.0776978,0.375,0.375,8,2.29415226,0,2023-01-31
1,20.23843575,98.69946289,339.7870178,0.375,0.375,8,3.7898984,0,2023-01-31
1,20.15561295,98.12808228,330.9400635,0.375,0.375,7,2.65487003,0,2023-01-31
1,20.15506554,98.12435913,331.0977783,0.375,0.375,7,3.58732414,0,2023-01-31
1,20.16599274,98.17556763,331.9761658,0.375,0.375,8,2.53321552,0,2023-01-31
1,20.01640129,97.17626953,343.7955627,0.375,0.375,8,7.3675561,0,2023-01-31
1,20.12240219,97.85712433,328.4577637,0.375,0.375,7,2.25137281,0,2023-01-31
1,21.02737999,104.9549408,339.3696594,0.375,0.375,8,10.48677444,0,2023-01-31
1,20.271595,98.85916901,335.4581604,0.375,0.375,8,4.00765944,0,2023-01-31
1,19.85292435,96.08714294,344.0066528,0.375,0.375,8,18.6005249,0,2023-01-31
1,21.25203705,107.105278,338.2316284,0.375,0.375,8,4.05997038,0,2023-01-31
1,20.41389084,99.77616882,330.738678,0.375,0.375,8,2.8141675,0,2023-01-31
1,20.94801331,103.9333801,339.284729,0.375,0.375,8,3.29994321,0,2023-01-31
1,19.90771675,96.28084564,349.9321289,0.375,0.375,8,7.02377081,0,2023-01-31
1,20.48521614,100.0602036,332.6555786,0.375,0.375,8,3.51428199,0,2023-01-31
1,21.22461891,106.1657562,367,0.375,0.375,9,9.2388525,0,2023-01-31
1,21.34595871,107.3824921,325.1553345,0.375,0.375,8,6.24721622,0,2023-01-31
1,20.88090515,103.0981903,330.6027832,0.375,0.375,8,2.41989875,0,2023-01-31
1,20.52175331,100.2474823,334.7666321,0.375,0.375,8,3.61928821,0,2023-01-31
1,20.50878334,100.1527329,337.0839233,0.375,0.375,8,4.2099824,0,2023-01-31
1,21.37579155,107.5143127,329.8869629,0.375,0.375,8,2.89514279,0,2023-01-31
1,21.01197243,104.0931168,329.6394653,0.375,0.375,8,4.12343884,0,2023-01-31
1,20.46380997,99.80123138,336.3753967,0.375,0.375,8,4.17051411,0,2023-01-31
1,20.94782448,103.4735794,336.8145752,0.375,0.375,8,4.63323069,0,2023-01-31
1,20.77314568,102.0632248,337.3945007,0.375,0.375,8,6.26219893,0,2023-01-31
1,20.31097984,98.67655945,345.2077637,0.375,0.375,8,4.82000113,0,2023-01-31
1,20.09630966,97.14707184,338.9692993,0.375,0.375,8,4.96358252,0,2023-01-31
1,20.77105141,102.0606308,326.7616577,0.375,0.375,8,3.02605271,0,2023-01-31
1,20.7750206,102.060173,325.5508423,0.375,0.375,8,3.02605271,0,2023-01-31
1,21.22468948,106.1637039,367,0.375,0.375,9,7.65328503,0,2023-01-31
1,21.01240349,104.0896759,333.0680847,0.375,0.375,8,3.37029862,0,2023-01-31
1,20.32989311,98.65766144,331.7529297,0.375,0.375,7,3.19558644,0,2023-01-31
1,20.11012268,97.17095947,334.6016235,0.375,0.375,7,3.67839408,0,2023-01-31
1,20.94816399,103.4691925,331.1099243,0.375,0.375,8,4.75837088,0,2023-01-31
1,20.85745239,102.6821671,335.6207581,0.375,0.375,8,2.71724796,0,2023-01-31
1,20.33376312,98.66059113,344.0576172,0.375,0.375,8,6.00299406,0,2023-01-31
1,20.11510086,97.18135834,332.313446,0.375,0.375,7,2.46034169,0,2023-01-31
1,20.11342239,97.1703949,346.1589661,0.375,0.375,8,3.67839408,0,2023-01-31
1,21.34848595,107.3815613,345.2611694,0.375,0.375,8,6.13804674,0,2023-01-31
1,20.86149597,102.6809387,334.0241394,0.375,0.375,8,2.80580163,0,2023-01-31
1,20.22216606,97.84776306,339.7190857,0.375,0.375,8,2.01006818,0,2023-01-31
1,20.22548485,97.84719849,336.7272339,0.375,0.375,8,1.45445681,0,2023-01-31
1,19.96757126,96.17025757,333.0098572,0.375,0.375,8,2.61169481,0,2023-01-31
1,21.06641006,104.3738861,336.6714172,0.375,0.375,8,5.93691635,0,2023-01-31
1,21.29653549,106.5234985,325.7401123,0.375,0.375,8,1.4630605,0,2023-01-31
1,21.14761162,105.0445709,325.9584961,0.375,0.375,8,3.59456468,0,2023-01-31
1,21.30185509,106.5228272,331.1851502,0.375,0.375,8,2.14180136,0,2023-01-31
1,21.15242577,105.043869,339.4934082,0.375,0.375,8,5.96557951,0,2023-01-31
1,20.15324974,97.27611542,346.1274109,0.375,0.375,8,7.13356066,0,2023-01-31
1,20.1526947,97.27246094,347.6779175,0.375,0.375,8,5.33985758,0,2023-01-31
1,21.30891991,106.5401535,334.34198,0.375,0.375,8,2.29713202,0,2023-01-31
1,20.2700882,97.96457672,343.7494507,0.375,0.375,8,6.50738049,0,2023-01-31
1,20.1228447,96.98868561,338.6756897,0.375,0.375,8,3.09926796,0,2023-01-31
1,20.12228394,96.98501587,350.0194702,0.375,0.375,8,5.56135321,0,2023-01-31
1,21.39367676,107.1963196,357.9831848,0.375,0.375,8,8.41917038,0,2023-01-31
1,20.27396011,97.96775818,354.2803955,0.375,0.375,8,6.50738049,0,2023-01-31
1,20.12615013,96.98812866,344.0576172,0.375,0.375,8,3.09926796,0,2023-01-31
1,20.12558365,96.98445892,348.3088074,0.375,0.375,8,5.56135321,0,2023-01-31
1,20.12502098,96.98077393,347.7992554,0.375,0.375,8,5.56135321,0,2023-01-31
1,21.19487762,105.1663132,345.1713867,0.375,0.375,8,8.8763895,0,2023-01-31
1,20.27728462,97.96721649,331.3234558,0.375,0.375,7,2.31146359,0,2023-01-31
1,20.12945175,96.98755646,335.2131043,0.375,0.375,8,2.09199905,0,2023-01-31
1,20.12888718,96.98388672,347.4037476,0.375,0.375,8,5.95031834,0,2023-01-31
1,20.28115845,97.97039795,353.5403137,0.375,0.375,8,12.35257912,0,2023-01-31
1,20.28061104,97.96668243,337.365387,0.375,0.375,8,2.31146359,0,2023-01-31
1,19.88069725,95.39499664,335.8779602,0.375,0.375,8,1.67415667,0,2023-01-31
1,20.13492966,96.97908783,337.8894959,0.375,0.375,7,2.83566999,0,2023-01-31
1,19.98738861,96.03590393,348.4082947,0.375,0.375,8,6.97268391,0,2023-01-31
1,21.39282608,106.9542694,326.2472534,0.375,0.375,7,2.67067862,0,2023-01-31
1,20.2883606,97.97303772,329.979187,0.375,0.375,7,2.20082569,0,2023-01-31
1,20.14104652,96.99687195,343.7470398,0.375,0.375,8,5.10733795,0,2023-01-31
1,19.79622269,94.83847809,339.7579041,0.375,0.375,8,6.42067909,0,2023-01-31
1,20.65567207,100.5517807,335.4120789,0.375,0.375,8,10.36351871,0,2023-01-31
1,21.07546997,103.8413162,330.0689697,0.375,0.375,8,5.29001284,0,2023-01-31
1,20.15151024,96.9988327,346.8990173,0.375,0.375,8,6.43175077,0,2023-01-31
1,21.45665359,107.3822022,367,0.375,0.375,9,6.62571669,0,2023-01-31
1,20.83580589,101.6869812,340.2893066,0.375,0.375,8,3.99052954,0,2023-01-31
1,20.83967972,101.6864319,327.8778381,0.375,0.375,8,3.99052954,0,2023-01-31
1,20.16281319,96.89581299,341.3229675,0.375,0.375,8,4.60471296,0,2023-01-31
1,20.1622467,96.89215088,338.2340698,0.375,0.375,8,4.60471296,0,2023-01-31
1,20.31404114,97.8742218,335.3878174,0.375,0.375,8,1.63841188,0,2023-01-31
1,20.57389832,99.68331146,327.7128601,0.375,0.375,8,1.99356687,0,2023-01-31
1,20.16885757,96.89102936,335.9992676,0.375,0.375,7,5.6613183,0,2023-01-31
1,20.83658028,101.6851502,347.1101379,0.375,0.375,8,6.66533327,0,2023-01-31
1,20.58506203,99.66075134,338.0447998,0.375,0.375,8,7.54054642,0,2023-01-31
1,21.4598217,107.3840561,332.6774292,0.375,0.375,8,7.66089296,0,2023-01-31
1,21.00542641,102.8868637,328.3146057,0.375,0.375,8,3.40320587,0,2023-01-31
1,19.81409264,94.51038361,337.3556824,0.375,0.375,8,7.79691935,0,2023-01-31
1,19.82041931,94.52639771,338.6586914,0.375,0.375,8,5.04409409,0,2023-01-31
1,19.81760788,94.50976562,333.5024414,0.375,0.375,8,5.71770096,0,2023-01-31
1,21.04781723,103.102829,342.2838745,0.375,0.375,8,9.5683012,0,2023-01-31
1,20.61318398,99.68411255,326.7398377,0.375,0.375,8,2.30323124,0,2023-01-31
1,19.82323837,94.52163696,338.5397949,0.375,0.375,8,4.69472408,0,2023-01-31
1,21.55359077,107.916687,342.9778442,0.375,0.375,8,5.96065426,0,2023-01-31
1,21.53059006,107.6602173,341.0512085,0.375,0.375,8,6.50356436,0,2023-01-31
1,19.76215935,94.09802246,333.5388184,0.375,0.375,8,45.59179688,0,2023-01-31
1,21.27727699,104.9878388,340.7042236,0.375,0.375,8,13.97492409,0,2023-01-31
1,21.10515976,103.4453812,334.9559021,0.375,0.375,8,4.37110996,0,2023-01-31
1,20.5691185,99.26473236,325.8978272,0.375,0.375,7,1.98609114,0,2023-01-31
1,20.26607323,97.19342041,336.700531,0.375,0.375,8,1.44572151,0,2023-01-31
1,20.22120857,96.90073395,339.0178223,0.375,0.375,8,4.66155529,0,2023-01-31
1,20.22064781,96.89710236,344.2250366,0.375,0.375,8,4.66155529,0,2023-01-31
1,20.22008705,96.89345551,355.2048645,0.375,0.375,8,8.11370945,0,2023-01-31
1,20.21952248,96.88980865,352.8414917,0.375,0.375,8,8.11370945,0,2023-01-31
1,21.48726654,107.0106964,326.3079224,0.375,0.375,8,3.63547373,0,2023-01-31
1,21.48689651,107.0068131,330.0907898,0.375,0.375,8,2.56364965,0,2023-01-31
1,21.10952187,103.4450073,332.6555786,0.375,0.375,8,5.29174471,0,2023-01-31
1,20.2245121,96.90016937,343.8634949,0.375,0.375,8,4.71165705,0,2023-01-31
1,20.22395134,96.89653015,340.9590149,0.375,0.375,7,4.71165705,0,2023-01-31
1,21.20178986,104.2126923,332.4590454,0.375,0.375,8,4.66606569,0,2023-01-31
1,21.06772614,103.0528946,339.6026001,0.375,0.375,8,20.75580978,0,2023-01-31
1,20.22781563,96.89959717,332.0708008,0.375,0.375,7,4.71165705,0,2023-01-31
1,20.22612572,96.88865662,344.5647583,0.375,0.375,8,6.85393715,0,2023-01-31
1,21.57835007,107.8650665,327.4459229,0.375,0.375,8,2.6962986,0,2023-01-31
1,20.22942924,96.88807678,337.9938355,0.375,0.375,8,3.55444264,0,2023-01-31
1,20.66003227,99.81677246,337.079071,0.375,0.375,8,5.74779844,0,2023-01-31
1,20.38918686,97.89952087,329.4890442,0.375,0.375,7,4.06547308,0,2023-01-31
1,20.36882401,97.76274109,340.7673035,0.375,0.375,8,7.47100401,0,2023-01-31
1,21.07260513,102.9507065,336.2783203,0.375,0.375,8,2.98507571,0,2023-01-31
1,20.9438324,101.9084702,329.0838013,0.375,0.375,8,3.64004254,0,2023-01-31
1,20.37651253,97.79156494,331.852417,0.375,0.375,8,2.8531816,0,2023-01-31
1,21.11089134,103.2338257,344.9845276,0.375,0.375,8,6.61966801,0,2023-01-31
1,21.10019684,103.1443634,337.7342224,0.375,0.375,8,2.36014771,0,2023-01-31
1,21.08625221,103.0284348,341.07547,0.375,0.375,8,13.50673866,0,2023-01-31
1,21.1254425,103.3193359,342.6454163,0.375,0.375,8,6.1324501,0,2023-01-31
1,21.11718178,103.2500992,332.2940369,0.375,0.375,8,3.31690264,0,2023-01-31
1,21.1219902,103.253891,338.4524536,0.375,0.375,8,6.27506399,0,2023-01-31
1,21.11717987,103.1778412,340.6702576,0.375,0.375,8,6.83642244,0,2023-01-31
1,21.2033329,103.8663178,342.0169373,0.375,0.375,8,7.58251762,0,2023-01-31
1,20.24115753,96.7883606,333.9683228,0.375,0.375,8,3.9325099,0,2023-01-31
1,20.65002251,99.51445007,334.0459595,0.375,0.375,8,3.62121105,0,2023-01-31
1,20.27476501,96.94033051,337.7463379,0.375,0.375,7,1.86186838,0,2023-01-31
1,20.65137672,99.51439667,333.0996399,0.375,0.375,8,3.19877172,0,2023-01-31
1,21.12376213,103.2500534,327.3246155,0.375,0.375,7,3.63884258,0,2023-01-31
1,21.11569786,103.1785278,346.3530884,0.375,0.375,8,7.37589598,0,2023-01-31
1,20.43136787,97.91465759,331.9616089,0.375,0.375,8,6.99518347,0,2023-01-31
1,20.27690697,96.89055634,332.7963257,0.375,0.375,8,2.58763623,0,2023-01-31
1,20.34013176,97.28161621,333.2864685,0.375,0.375,7,6.17440701,0,2023-01-31
1,21.46349525,106.45327,331.532135,0.375,0.375,8,1.69453526,0,2023-01-31
1,21.20121002,103.8674393,339.5322266,0.375,0.375,8,5.60706615,0,2023-01-31
1,21.12454987,103.180191,328.1059265,0.375,0.375,8,1.20399141,0,2023-01-31
1,21.43040848,105.8358002,349.0610352,0.375,0.375,8,3.12465453,0,2023-01-31
1,21.16841125,103.3357544,342.6939392,0.375,0.375,8,39.14548492,0,2023-01-31
1,20.44203949,97.78002167,346.2123413,0.375,0.375,8,8.39274025,0,2023-01-31
1,21.18252945,103.3443375,336.5185547,0.375,0.375,8,4.83458281,0,2023-01-31
1,20.72657967,99.72636414,331.7117004,0.375,0.375,8,4.39142609,0,2023-01-31
1,20.45305634,97.80848694,332.8230286,0.375,0.375,8,1.39644825,0,2023-01-31
1,20.73480415,99.7342453,340.553772,0.375,0.375,8,7.75743294,0,2023-01-31
1,21.5543251,106.7254562,351.1113892,0.375,0.375,8,4.73436785,0,2023-01-31
1,20.48226547,97.91383362,329.2730713,0.375,0.375,7,1.12416482,0,2023-01-31
1,20.30199432,96.70191956,333.0486755,0.375,0.375,7,2.1512208,0,2023-01-31
1,20.16880035,95.85667419,336.9941406,0.375,0.375,8,3.1598177,0,2023-01-31
1,21.5784874,106.8055801,326.2399902,0.375,0.375,7,4.01018667,0,2023-01-31
1,20.47017479,97.78659821,345.639679,0.375,0.375,8,7.16734791,0,2023-01-31
1,21.57388306,106.701622,329.3580017,0.375,0.375,8,3.68946791,0,2023-01-31
1,21.36947823,104.7245026,327.1984253,0.375,0.375,8,3.96531105,0,2023-01-31
1,20.38012695,97.16587067,336.3147278,0.375,0.375,7,3.50418019,0,2023-01-31
1,20.3080349,96.69711304,336.4457398,0.375,0.375,8,2.5482502,0,2023-01-31
1,19.95911598,94.51304626,345.2344666,0.375,0.375,8,4.4881134,0,2023-01-31
1,19.96124077,94.50415802,330.665863,0.375,0.375,7,1.45319486,0,2023-01-31
1,21.49755669,105.7860184,367,0.375,0.375,9,16.52026939,0,2023-01-31
1,21.59241104,106.7232971,327.9263916,0.375,0.375,8,2.27081132,0,2023-01-31
1,21.49721527,105.7827606,325.1674805,0.375,0.375,8,6.22503853,0,2023-01-31
1,20.80605698,100.0445404,332.1775818,0.375,0.375,8,3.21245241,0,2023-01-31
1,21.25062561,103.5130539,340.5440674,0.375,0.375,8,6.85825968,0,2023-01-31
1,20.41056061,97.2771225,336.5476685,0.375,0.375,8,3.03854108,0,2023-01-31
1,20.35688782,96.92560577,335.1063232,0.375,0.375,7,3.50108504,0,2023-01-31
1,20.3223877,96.70213318,337.4017944,0.375,0.375,8,3.22986221,0,2023-01-31
1,20.32182121,96.69845581,332.4299316,0.375,0.375,7,3.22986221,0,2023-01-31
1,20.40106583,97.19235229,367,0.375,0.375,9,7.61633301,0,2023-01-31
1,21.57744598,106.4639206,353.6713257,0.375,0.375,8,4.55927372,0,2023-01-31
1,20.41053009,97.25460052,340.3523865,0.375,0.375,7,3.86037016,0,2023-01-31
1,20.41327286,97.25037384,338.1491394,0.375,0.375,7,2.84940886,0,2023-01-31
1,20.40436935,97.19178772,348.4762573,0.375,0.375,8,8.17516804,0,2023-01-31
1,20.40655708,97.18389893,338.9547424,0.375,0.375,8,2.84355974,0,2023-01-31
1,20.53477669,97.92758942,335.6741333,0.375,0.375,8,3.87291694,0,2023-01-31
1,21.57568932,106.4627686,345.9308777,0.375,0.375,8,4.80682802,0,2023-01-31
1,20.99201012,101.1477356,327.0237427,0.375,0.375,8,3.54368854,0,2023-01-31
1,21.27781677,103.4735489,335.4241943,0.375,0.375,8,7.58638668,0,2023-01-31
1,20.30623245,96.27495575,331.8111877,0.375,0.375,7,1.38967133,0,2023-01-31
1,20.3056488,96.27124786,340.2601929,0.375,0.375,8,1.39812589,0,2023-01-31
1,21.28260231,103.4767456,341.1798096,0.375,0.375,8,38.85210037,0,2023-01-31
1,20.21078491,95.65746307,334.3565674,0.375,0.375,8,2.03745914,0,2023-01-31
1,20.04909515,94.67969513,335.5819397,0.375,0.375,8,3.24392223,0,2023-01-31
1,20.04840088,94.67559052,342.2377625,0.375,0.375,8,2.69563317,0,2023-01-31
1,21.59667778,106.4570999,367,0.375,0.375,9,8.1887989,0,2023-01-31
1,20.56302643,97.91149139,335.1888428,0.375,0.375,8,2.29154134,0,2023-01-31
1,20.0532608,94.68312836,342.6915283,0.375,0.375,8,3.24392223,0,2023-01-31
1,20.05257225,94.67904663,353.0695801,0.375,0.375,8,3.24392223,0,2023-01-31
1,20.0518856,94.67494965,343.6427002,0.375,0.375,8,2.69563317,0,2023-01-31
1,21.26755142,103.266922,330.2849121,0.375,0.375,8,2.44558835,0,2023-01-31
1,20.0567379,94.68247223,346.7437439,0.375,0.375,8,3.11979342,0,2023-01-31
1,20.05605125,94.67839813,340.1922302,0.375,0.375,8,3.11979342,0,2023-01-31
1,21.53683281,105.7343903,367,0.375,0.375,9,43.86697388,0,2023-01-31
1,21.5365181,105.7312622,341.1191406,0.375,0.375,8,16.4839325,0,2023-01-31
1,20.05262947,94.61539459,330.3601379,0.375,0.375,8,1.34611034,0,2023-01-31
1,21.27963448,103.2205124,339.8306885,0.375,0.375,8,7.21430111,0,2023-01-31
1,20.52248192,97.52485657,335.4533081,0.375,0.375,8,3.59229589,0,2023-01-31
1,21.03832626,101.2101975,334.3977966,0.375,0.375,8,7.57486534,0,2023-01-31
1,21.03772354,101.2054825,335.7129517,0.375,0.375,8,6.80227327,0,2023-01-31
1,20.37474823,96.53746033,332.8885193,0.375,0.375,8,3.02397776,0,2023-01-31
1,21.81001854,108.3780365,367,0.375,0.375,9,9.94061756,0,2023-01-31
1,21.80960274,108.3731766,350.4610901,0.375,0.375,8,9.94061756,0,2023-01-31
1,21.65627861,106.684227,326.9509277,0.375,0.375,8,2.27380991,0,2023-01-31
1,21.44590378,104.6228714,345.4382935,0.375,0.375,8,16.87826729,0,2023-01-31
1,21.30034828,103.3239059,325.3882752,0.375,0.375,7,2.93440294,0,2023-01-31
1,21.13572121,101.9515457,332.2115479,0.375,0.375,8,29.72860718,0,2023-01-31
1,21.29717636,103.258934,342.3275452,0.375,0.375,8,7.3655014,0,2023-01-31
1,21.13967514,101.9510269,334.2206726,0.375,0.375,8,29.72860718,0,2023-01-31
1,20.07901955,94.66557312,342.723053,0.375,0.375,8,5.45427513,0,2023-01-31
1,21.30891418,103.3222427,326.0822449,0.375,0.375,8,1.52087116,0,2023-01-31
1,21.3014679,103.2583237,343.992096,0.375,0.375,8,6.60743475,0,2023-01-31
1,20.53515053,97.5189209,341.2841492,0.375,0.375,8,5.14799595,0,2023-01-31
