viirs_id,latitude,longitude,brightness,resolution_along_scan,resolution_along_track,detection_confidence,fire_power,persistent_anomaly,date
1,11.73877525,104.1538544,339.4133301,0.375,0.375,8,4.15989685,0,2023-01-31
1,11.73806763,104.148613,338.4111939,0.375,0.375,8,7.64600086,0,2023-01-31
1,11.66795731,103.5749435,333.4951477,0.375,0.375,8,4.12822819,0,2023-01-31
1,11.79252815,104.4611206,338.5883484,0.375,0.375,8,2.53699613,0,2023-01-31
1,11.72919655,103.9638672,331.5393982,0.375,0.375,8,6.38137674,0,2023-01-31
1,11.75128078,103.8619156,332.6798401,0.375,0.375,8,4.32464552,0,2023-01-31
1,11.80097008,103.9398727,332.0635376,0.375,0.375,8,4.13154221,0,2023-01-31
1,11.80026054,103.9345932,329.6880188,0.375,0.375,8,4.13154221,0,2023-01-31
1,12.17755032,106.821907,330.6707153,0.375,0.375,8,4.65721464,5,2023-01-31
1,12.27705002,107.5075226,342.4124756,0.375,0.375,8,2.44115949,0,2023-01-31
1,11.83977127,104.0777969,338.8188477,0.375,0.375,8,3.79396224,0,2023-01-31
1,11.74818516,103.3778534,337.1372986,0.375,0.375,8,21.07839394,0,2023-01-31
1,11.89755821,104.4455414,342.5071106,0.375,0.375,8,6.97363234,0,2023-01-31
1,11.89706707,104.4418869,336.334137,0.375,0.375,8,6.97363234,0,2023-01-31
1,11.86403561,104.1667252,330.4935913,0.375,0.375,8,2.47685194,0,2023-01-31
1,11.84466648,104.0241699,335.9264832,0.375,0.375,8,3.65506744,0,2023-01-31
1,11.75713921,103.3863602,338.8115845,0.375,0.375,8,8.7770977,0,2023-01-31
1,11.86072731,104.1123505,335.5382385,0.375,0.375,8,9.09431934,0,2023-01-31
1,11.91442585,104.4471436,331.4544678,0.375,0.375,8,2.71070027,0,2023-01-31
1,11.84581184,103.9439163,331.6461792,0.375,0.375,8,2.58364677,0,2023-01-31
1,12.23474407,106.8091354,344.9044495,0.375,0.375,8,5.73768759,0,2023-01-31
1,12.23957157,106.808548,344.7637329,0.375,0.375,8,5.73768759,0,2023-01-31
1,12.23829651,106.6479569,331.105072,0.375,0.375,7,2.57769847,5,2023-01-31
1,12.23762226,106.6427918,330.7993469,0.375,0.375,7,2.57769847,5,2023-01-31
1,12.31648731,107.2136536,342.164978,0.375,0.375,8,14.22216797,0,2023-01-31
1,12.31572628,107.2077484,340.3572388,0.375,0.375,8,9.37891865,0,2023-01-31
1,11.92794704,104.2441788,338.8479614,0.375,0.375,8,1.5868808,0,2023-01-31
1,12.25194454,106.6043243,338.6295776,0.375,0.375,8,3.34461927,5,2023-01-31
1,11.93098259,104.2364426,330.6561585,0.375,0.375,8,2.96343446,0,2023-01-31
1,11.92856503,104.2434235,336.6981201,0.375,0.375,8,3.58915949,0,2023-01-31
1,11.96449184,104.4855652,330.0786743,0.375,0.375,8,2.25405669,0,2023-01-31
1,11.93164253,104.2355957,331.2288208,0.375,0.375,8,4.96838713,0,2023-01-31
1,12.31706142,107.2108765,355.6586304,0.375,0.375,8,18.44444275,0,2023-01-31
1,11.76311588,102.9265976,331.7044067,0.375,0.375,8,3.19702601,0,2023-01-31
1,11.76683331,102.9260635,331.1584473,0.375,0.375,8,1.48237848,0,2023-01-31
1,12.25733089,106.6427765,331.7626343,0.375,0.375,8,3.23644328,5,2023-01-31
1,12.24230671,106.4832687,332.1411743,0.375,0.375,8,6.61030102,0,2023-01-31
1,12.21665573,106.2784729,342.0509338,0.375,0.375,8,8.28968048,0,2023-01-31
1,11.77674866,102.9429398,329.9937439,0.375,0.375,8,5.2014966,0,2023-01-31
1,11.77614021,102.9385376,347.986084,0.375,0.375,8,9.94719124,0,2023-01-31
1,12.27489471,106.6669922,342.058197,0.375,0.375,8,8.55691814,5,2023-01-31
1,12.27967262,106.6663742,350.0777283,0.375,0.375,8,8.55691814,5,2023-01-31
1,12.25965881,106.506897,337.2561951,0.375,0.375,8,4.6625185,0,2023-01-31
1,12.23684788,106.3260346,331.1002197,0.375,0.375,8,2.84606767,0,2023-01-31
1,12.41323185,107.7075043,330.2436829,0.375,0.375,8,1.04008961,0,2023-01-31
1,12.26438427,106.5062866,338.964447,0.375,0.375,8,2.76063156,0,2023-01-31
1,12.24151421,106.3254318,347.6415405,0.375,0.375,8,10.65955257,0,2023-01-31
1,12.3815794,107.2430573,330.0010071,0.375,0.375,8,4.31971836,0,2023-01-31
1,12.42643356,107.4790726,330.2242432,0.375,0.375,8,2.20279551,0,2023-01-31
1,12.32071686,106.645546,347.2678528,0.375,0.375,8,6.65606022,0,2023-01-31
1,12.32005501,106.6403961,330.9352112,0.375,0.375,8,4.54860353,0,2023-01-31
1,11.98715687,104.1306458,337.8143005,0.375,0.375,8,6.36994982,0,2023-01-31
1,12.32549477,106.6449585,333.1991272,0.375,0.375,8,6.65606022,0,2023-01-31
1,12.3223381,106.5456467,341.9562988,0.375,0.375,8,4.51406765,0,2023-01-31
1,12.32167053,106.5404892,337.1081848,0.375,0.375,8,4.51406765,0,2023-01-31
1,12.35484123,106.6466827,349.3570557,0.375,0.375,8,11.48988342,0,2023-01-31
1,12.00232983,104.0047989,334.6355896,0.375,0.375,8,5.32176352,0,2023-01-31
1,12.00161362,103.9996643,329.6758728,0.375,0.375,8,4.48688316,0,2023-01-31
1,12.00630665,104.0042496,337.8797913,0.375,0.375,8,5.32176352,0,2023-01-31
1,11.98965168,103.9558106,329.411377,0.375,0.375,8,3.07442427,0,2023-01-31
1,12.34814262,106.7134094,347.5808716,0.375,0.375,8,8.82986546,0,2023-01-31
1,12.00449371,104.0069046,331.3622742,0.375,0.375,8,5.89670372,0,2023-01-31
1,12.00381565,104.0017777,335.9095154,0.375,0.375,8,7.72045946,0,2023-01-31
1,12.35419369,106.6435928,341.6020203,0.375,0.375,8,11.88087273,0,2023-01-31
1,11.85868645,102.8402557,348.5903015,0.375,0.375,8,9.48629951,0,2023-01-31
1,12.0658226,104.3468552,341.3666687,0.375,0.375,8,2.7596972,0,2023-01-31
1,11.86239243,102.8397369,337.6978149,0.375,0.375,8,8.20847416,0,2023-01-31
1,12.27732468,105.841713,340.7018127,0.375,0.375,8,2.84678292,0,2023-01-31
1,12.49567127,107.5551224,337.2610474,0.375,0.375,8,3.7495501,0,2023-01-31
1,12.08580875,104.310318,342.1552734,0.375,0.375,8,8.8292923,0,2023-01-31
1,12.08530712,104.306572,337.0232544,0.375,0.375,8,8.36173153,0,2023-01-31
1,12.08987141,104.3097687,334.7302246,0.375,0.375,8,8.8292923,0,2023-01-31
1,12.47530556,107.2638245,339.1997986,0.375,0.375,8,7.58702469,0,2023-01-31
1,12.42260838,106.8012772,331.9300842,0.375,0.375,8,3.92204976,0,2023-01-31
1,12.3921051,106.5595322,335.4630432,0.375,0.375,8,3.31398535,0,2023-01-31
1,12.50777054,107.4024506,335.9822998,0.375,0.375,8,3.63605666,0,2023-01-31
1,12.50743484,107.3997421,335.1087647,0.375,0.375,8,2.9489212,0,2023-01-31
1,12.38856411,106.4559937,339.3987732,0.375,0.375,8,3.36015415,0,2023-01-31
1,12.41676235,106.4886475,331.1074829,0.375,0.375,8,4.17590523,0,2023-01-31
1,12.31615353,105.5476303,339.5516357,0.375,0.375,8,8.35373402,0,2023-01-31
1,12.40513611,106.1813889,341.8883362,0.375,0.375,8,5.29629183,0,2023-01-31
1,12.40449047,106.1765137,336.7369385,0.375,0.375,8,5.29629183,0,2023-01-31
1,12.12200642,104.0936127,330.6197815,0.375,0.375,8,3.4773562,0,2023-01-31
1,12.12151527,104.0900803,332.007721,0.375,0.375,8,2.54139543,0,2023-01-31
1,12.41493511,106.2198029,343.3054199,0.375,0.375,8,5.41341257,0,2023-01-31
1,12.31572819,105.5498276,338.9959717,0.375,0.375,8,7.13000917,0,2023-01-31
1,12.40388107,106.1797028,337.600769,0.375,0.375,8,4.35667753,0,2023-01-31
1,12.52479172,107.1248474,337.2270813,0.375,0.375,8,7.39551067,0,2023-01-31
1,12.41339016,106.2182236,336.7272339,0.375,0.375,8,5.65850592,0,2023-01-31
1,12.40851498,106.1791382,349.8277893,0.375,0.375,8,6.09742308,0,2023-01-31
1,12.01525021,103.1674423,346.9718323,0.375,0.375,8,14.97249317,0,2023-01-31
1,12.28463268,105.1668778,350.6867676,0.375,0.375,8,8.52231121,0,2023-01-31
1,12.45794296,106.4611359,331.5879517,0.375,0.375,8,3.60186195,0,2023-01-31
1,11.50397873,99.53851318,330.6052246,0.375,0.375,8,1.75078142,0,2023-01-31
1,12.46585464,106.4860382,339.3842163,0.375,0.375,8,3.4193511,0,2023-01-31
1,12.42764378,106.1815567,354.7438355,0.375,0.375,8,8.36840153,0,2023-01-31
1,11.50729084,99.53799438,343.8756409,0.375,0.375,8,5.588449,0,2023-01-31
1,12.57944393,107.241684,340.8619385,0.375,0.375,8,5.00292826,0,2023-01-31
1,12.58937359,107.1589279,331.2555237,0.375,0.375,8,4.04757643,0,2023-01-31
1,12.48366833,106.3244247,337.5934753,0.375,0.375,8,11.23096752,0,2023-01-31
1,12.48302555,106.3194199,341.3326721,0.375,0.375,8,11.23096752,0,2023-01-31
1,12.52496147,106.6098709,342.5071106,0.375,0.375,8,5.61691427,0,2023-01-31
1,12.48963928,106.3338776,330.3649902,0.375,0.375,8,0.79027265,0,2023-01-31
1,12.62035465,107.2847595,334.6914063,0.375,0.375,8,6.577775,0,2023-01-31
1,12.52984428,106.5722351,332.4663391,0.375,0.375,8,1.98006392,0,2023-01-31
1,12.08242321,103.2344132,332.6192017,0.375,0.375,8,2.34795856,0,2023-01-31
1,12.18178272,103.922554,331.2627869,0.375,0.375,8,3.5191474,0,2023-01-31
1,12.17582798,103.8501053,337.2343445,0.375,0.375,8,7.28608131,0,2023-01-31
1,12.08080006,103.1676025,340.980835,0.375,0.375,8,8.23306942,0,2023-01-31
1,12.08014202,103.1629105,331.3137512,0.375,0.375,8,8.23306942,0,2023-01-31
1,12.66380501,107.5077057,333.701416,0.375,0.375,8,6.39480925,0,2023-01-31
1,12.66342926,107.5047226,349.9030151,0.375,0.375,8,5.25553179,0,2023-01-31
1,12.08458233,103.1670685,330.4232178,0.375,0.375,8,9.18450069,0,2023-01-31
1,12.08392429,103.1623917,336.8946533,0.375,0.375,8,9.18450069,0,2023-01-31
1,12.64691353,107.2935333,343.3078308,0.375,0.375,8,5.79916096,0,2023-01-31
1,12.09214687,103.166008,329.2172546,0.375,0.375,8,4.47607517,0,2023-01-31
1,12.096591,103.170166,346.2924194,0.375,0.375,8,11.4569273,0,2023-01-31
1,12.09592819,103.1654739,329.137207,0.375,0.375,8,4.47607517,0,2023-01-31
1,12.66639709,107.5047073,367,0.375,0.375,9,8.47561741,0,2023-01-31
1,12.64601803,107.2907105,330.250946,0.375,0.375,8,4.94479895,0,2023-01-31
1,12.06896591,102.7754135,334.388092,0.375,0.375,8,6.46244335,0,2023-01-31
1,12.53982925,106.2632065,339.8015747,0.375,0.375,8,4.58015347,0,2023-01-31
1,12.64517403,107.0751114,335.6498718,0.375,0.375,8,5.45077991,0,2023-01-31
1,12.64684105,107.0072098,330.1587524,0.375,0.375,8,6.56663609,0,2023-01-31
1,12.09053326,102.7677155,334.4730225,0.375,0.375,8,3.6999495,0,2023-01-31
1,12.67480564,107.1117706,332.4444885,0.375,0.375,8,5.69412947,0,2023-01-31
1,12.67410278,107.106102,335.8148804,0.375,0.375,8,5.69412947,0,2023-01-31
1,12.65056896,106.9168243,347.8186646,0.375,0.375,8,7.01399422,0,2023-01-31
1,12.56782722,106.2596359,339.1245728,0.375,0.375,8,4.63409519,0,2023-01-31
1,12.56719685,106.2546845,337.2804565,0.375,0.375,8,3.36203504,0,2023-01-31
1,12.69036865,107.1966095,331.5054321,0.375,0.375,8,5.62634611,0,2023-01-31
1,12.57439518,106.2739639,335.8828125,0.375,0.375,8,2.05444121,0,2023-01-31
1,12.54695034,106.0591888,341.881073,0.375,0.375,8,5.96790504,0,2023-01-31
1,12.58861446,106.3481979,338.4063416,0.375,0.375,8,4.98844004,0,2023-01-31
1,12.66384506,106.9039612,352.1572266,0.375,0.375,8,10.77757931,0,2023-01-31
1,12.78328609,107.7810822,329.7171326,0.375,0.375,8,2.20618916,0,2023-01-31
1,12.67226601,106.8530426,335.717804,0.375,0.375,8,3.5790906,0,2023-01-31
1,12.76279163,107.4903183,342.8031311,0.375,0.375,8,4.01683235,0,2023-01-31
1,12.7624073,107.4872589,351.9072876,0.375,0.375,8,4.01683235,0,2023-01-31
1,12.75032234,107.3910217,334.0241394,0.375,0.375,8,2.77037954,0,2023-01-31
1,12.68271446,106.8574143,349.5147705,0.375,0.375,8,35.85982513,0,2023-01-31
1,12.76750278,107.4866791,367,0.375,0.375,9,17.7426815,0,2023-01-31
1,12.76709652,107.4834595,354.9816284,0.375,0.375,8,8.70593262,0,2023-01-31
1,12.14117146,102.7788925,332.5415344,0.375,0.375,8,6.68350697,0,2023-01-31
1,12.80379009,107.6924591,341.6141663,0.375,0.375,8,3.40177345,0,2023-01-31
1,12.60072899,106.0767136,342.0848999,0.375,0.375,8,4.34129858,0,2023-01-31
1,12.68199348,106.6236954,334.9073792,0.375,0.375,8,3.54780912,0,2023-01-31
1,12.20846272,103.1189117,335.1208801,0.375,0.375,8,4.8808074,0,2023-01-31
1,12.68610954,106.8602295,333.1263123,0.375,0.375,8,18.98444176,0,2023-01-31
1,12.68545246,106.8547516,341.4710083,0.375,0.375,8,26.21011734,0,2023-01-31
1,12.20869923,103.1205673,334.1478882,0.375,0.375,8,4.84919167,0,2023-01-31
1,12.33795166,104.0592728,336.2759094,0.375,0.375,8,2.61039543,0,2023-01-31
1,12.77101803,107.4875794,342.7157898,0.375,0.375,8,5.04076958,0,2023-01-31
1,12.59976482,106.0738297,343.7688599,0.375,0.375,8,5.61943722,0,2023-01-31
1,12.27985573,103.5323868,337.8143005,0.375,0.375,8,3.42923307,0,2023-01-31
1,12.78483391,107.4734879,346.5763245,0.375,0.375,8,5.12969112,0,2023-01-31
1,12.24147892,103.2197495,333.4757385,0.375,0.375,8,5.82725096,0,2023-01-31
1,12.81652546,107.6957626,332.1994019,0.375,0.375,8,2.11518478,0,2023-01-31
1,12.78994083,107.4730377,330.7338257,0.375,0.375,8,2.52270269,0,2023-01-31
1,12.78957653,107.4700012,335.1111755,0.375,0.375,8,2.52270269,0,2023-01-31
1,12.7086792,106.8020783,330.7629395,0.375,0.375,8,8.44355583,0,2023-01-31
1,12.68638134,106.6204453,330.9837341,0.375,0.375,8,5.81537437,0,2023-01-31
1,12.22990322,103.0225906,333.0244141,0.375,0.375,8,3.44466257,0,2023-01-31
1,12.22802067,103.0089264,332.3814087,0.375,0.375,8,3.289325,0,2023-01-31
1,12.73212337,106.8322067,337.3217163,0.375,0.375,8,5.47308064,0,2023-01-31
1,12.24709606,103.1195908,328.4917603,0.375,0.375,8,19.58511925,0,2023-01-31
1,12.20022678,102.7804184,338.9110718,0.375,0.375,8,18.76844025,0,2023-01-31
1,12.71956921,106.6914368,332.1824341,0.375,0.375,8,6.10965014,0,2023-01-31
1,12.69019604,106.4564133,344.1498413,0.375,0.375,8,6.17960644,0,2023-01-31
1,12.2508812,103.1190872,344.2395935,0.375,0.375,8,19.58511925,0,2023-01-31
1,12.20392704,102.7798462,348.0079346,0.375,0.375,8,18.76844025,0,2023-01-31
1,12.7022543,106.4756928,330.4766235,0.375,0.375,8,3.03679633,0,2023-01-31
1,12.21504498,102.8053818,329.7486572,0.375,0.375,8,3.31244183,0,2023-01-31
1,12.69215107,106.3577881,332.529419,0.375,0.375,8,4.03582764,0,2023-01-31
1,12.69046974,106.3069687,331.1341858,0.375,0.375,8,1.79969728,0,2023-01-31
1,12.27061462,103.1502075,336.4942932,0.375,0.375,8,5.5450058,0,2023-01-31
1,12.21758175,102.769371,337.8458252,0.375,0.375,8,4.44798565,0,2023-01-31
1,12.84536171,107.503685,330.4596252,0.375,0.375,8,1.77547407,0,2023-01-31
1,12.6983633,106.3314819,339.3769531,0.375,0.375,8,4.03575706,0,2023-01-31
1,12.6951561,106.3063583,333.2452393,0.375,0.375,8,3.89766073,0,2023-01-31
1,12.22128105,102.7688065,342.4585571,0.375,0.375,8,5.05076647,0,2023-01-31
1,12.85762405,107.5610504,367,0.375,0.375,9,6.39325523,0,2023-01-31
1,12.87647629,107.7141953,336.3462524,0.375,0.375,8,3.21468496,0,2023-01-31
1,12.87609196,107.7110596,342.3178406,0.375,0.375,8,3.21468496,0,2023-01-31
1,12.85801029,107.5641861,347.9521179,0.375,0.375,8,6.39325523,0,2023-01-31
1,12.22499847,102.768364,331.0614014,0.375,0.375,8,5.05076647,0,2023-01-31
1,12.86275005,107.560463,355.9279785,0.375,0.375,8,9.15515041,0,2023-01-31
1,12.65619278,105.9303818,346.9427185,0.375,0.375,8,11.28568268,0,2023-01-31
1,12.22871017,102.7678833,342.1431274,0.375,0.375,8,9.17273521,0,2023-01-31
1,12.66076088,105.9298019,347.2581482,0.375,0.375,8,11.28568268,0,2023-01-31
1,12.64670563,105.8218308,334.0823669,0.375,0.375,8,1.11966586,0,2023-01-31
1,12.23178959,102.7629166,333.1433106,0.375,0.375,8,9.17273521,0,2023-01-31
1,12.87880516,107.6059418,367,0.375,0.375,9,5.82059813,0,2023-01-31
1,12.87918186,107.6089706,330.9012451,0.375,0.375,8,5.39985466,0,2023-01-31
1,12.77453327,106.7770538,333.0122681,0.375,0.375,8,4.28742981,0,2023-01-31
1,12.65123463,105.8212204,344.5550537,0.375,0.375,8,7.15291834,0,2023-01-31
